 
 University of Bristol ACRC HPC Bluepebble Service
 -------------------------------------------------
 Job cloverleaf, jobid 326755.bp1, username td8469 - started execution at 10 :21:36 Fri 08/21/20 on node bp1-02-11-01.data.bp.acrc.priv
 
[0] MPI startup(): libfabric version: 1.9.0a1-impi
[0] MPI startup(): libfabric provider: tcp;ofi_rxm
[0] MPI startup(): Rank    Pid      Node name                       Pin cpu
[0] MPI startup(): 115     65687    bp1-02-11-01.data.bp.acrc.priv  {115,243}
[0] MPI startup(): 116     65688    bp1-02-11-01.data.bp.acrc.priv  {116,244}
[0] MPI startup(): 117     65689    bp1-02-11-01.data.bp.acrc.priv  {117,245}
[0] MPI startup(): 118     65691    bp1-02-11-01.data.bp.acrc.priv  {118,246}
[0] MPI startup(): 119     65692    bp1-02-11-01.data.bp.acrc.priv  {119,247}
[0] MPI startup(): 120     65693    bp1-02-11-01.data.bp.acrc.priv  {120,248}
[0] MPI startup(): 121     65694    bp1-02-11-01.data.bp.acrc.priv  {121,249}
[0] MPI startup(): 122     65695    bp1-02-11-01.data.bp.acrc.priv  {122,250}
[0] MPI startup(): 123     65696    bp1-02-11-01.data.bp.acrc.priv  {123,251}
[0] MPI startup(): 124     65697    bp1-02-11-01.data.bp.acrc.priv  {124,252}
[0] MPI startup(): 125     65698    bp1-02-11-01.data.bp.acrc.priv  {125,253}
[0] MPI startup(): 126     65699    bp1-02-11-01.data.bp.acrc.priv  {126,254}
[0] MPI startup(): 127     65700    bp1-02-11-01.data.bp.acrc.priv  {127,255}
 
Clover Version    1.300
       MPI Version
    OpenMP Version
   Task Count    128
 Thread Count:     1
 
 
Clover Version    1.300
       MPI Version
    OpenMP Version
   Task Count    128
 Thread Count:     1
 
 Output file clover.out opened. All output will go there.
 Step       1 time   0.0000000 control    sound    timestep   1.54E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock   8.429598808288574E-002
 Average time per cell   5.716687559874521E-009
 Step time per cell      5.716752235053314E-009
 Step       2 time   0.0015406 control    sound    timestep   9.40E-04       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock   0.159904956817627     
 Average time per cell   5.422124458062980E-009
 Step time per cell      5.118474493631058E-009
 Step       3 time   0.0024810 control    sound    timestep   1.19E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock   0.244864940643311     
 Average time per cell   5.535322189744976E-009
 Step time per cell      5.752355920978718E-009
 Step       4 time   0.0036759 control    sound    timestep   1.26E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock   0.327687025070190     
 Average time per cell   5.555674660071317E-009
 Step time per cell      5.607499689277675E-009
 Step       5 time   0.0049349 control    sound    timestep   1.39E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock   0.409805059432983     
 Average time per cell   5.558336852118373E-009
 Step time per cell      5.559349018666479E-009
 Step       6 time   0.0063204 control    sound    timestep   1.38E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock   0.491575002670288     
 Average time per cell   5.556177240106518E-009
 Step time per cell      5.535758747201827E-009
 Step       7 time   0.0077027 control    sound    timestep   1.41E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock   0.571635007858276     
 Average time per cell   5.538068575015853E-009
 Step time per cell      5.420200371493896E-009
 Step       8 time   0.0091113 control    sound    timestep   1.48E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock   0.653931856155396     
 Average time per cell   5.543449030180152E-009
 Step time per cell      5.571685809021195E-009
 Step       9 time   0.0105928 control    sound    timestep   1.47E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock   0.735424041748047     
 Average time per cell   5.541570530629452E-009
 Step time per cell      5.517180802093612E-009
 Step      10 time   0.0120584 control    sound    timestep   1.46E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock   0.823726892471313     
 Average time per cell   5.586255509923730E-009
